415 419
1 369.814585924 878.508305419 2532.73938155 0
1 373.830228892 880.230463276 1279.09542988 0
1 6532.08692074 498.819520052 3147.23482472 0
1 166.008959686 3804.2554168 281.322865294 0
1 112.604509181 3120.67950053 3988.6101653 0
1 146.67830112 1112.42165105 3000.54476593 0
1 958.799288909 779.556296616 2896.34468834 0
1 146.391093205 2127.16002887 677.967734958 0
1 1410.02365653 2972.95849813 1600.64935108 0
1 239.339192413 2766.00969866 180.270463628 0
1 4261.94863577 3023.40677265 2952.92158938 0
1 2534.93116273 612.177891954 2632.40085843 0
1 3894.19304976 2341.45170331 2503.35547143 0
1 1975.0752165 327.79262956 1073.3918321 0
1 1053.171915 3719.85279307 3517.90603045 0
1 823.663243179 1531.64790939 1704.87313663 0
1 785.689566548 1357.16613427 2675.82280059 0
1 18613.4880507 1486.60917735 1350.88043897 0
1 6964.08677215 1833.8226436 72.1256167926 0
1 987.248480373 1326.54779641 2847.78185372 0
1 476.544811128 2553.81259177 3453.88993635 0
1 498.858137085 484.341703117 1026.58367085 0
1 647.52782195 315.154574266 185.834481625 0
1 9111.03650966 1256.32637264 1933.03571006 0
1 1733.5415972 1481.2787063 2024.56998317 0
1 11719.4104728 3034.09629948 307.505411164 0
1 372.54646225 2040.95661072 3505.42111104 0
1 992.63374675 223.362597997 132.176137948 0
1 493.696897425 2224.4594658 3039.40539537 0
1 16160.4432561 1328.19651233 41.2044361219 0
1 818.539586975 2303.57574932 1029.16815014 0
1 6175.10867736 3043.15189585 1542.29055639 0
1 509.343051432 1375.0163517 768.535260991 0
1 545.313992022 4072.43262605 1183.00012924 0
1 1588.5259042 83.0870029402 2219.73848743 0
1 1078.49492576 3509.17579805 1265.60951266 0
1 390.614742487 2593.33273731 1645.33936914 0
1 2628.37683309 484.376135277 1754.65338233 0
1 6133.99641921 2868.74263434 3285.55915048 0
1 3349.35061886 2111.12996223 3403.67684781 0
1 6895.06874822 1117.7561084 1650.1606707 0
1 7632.73688827 2352.11407491 44.7253446054 0
1 343.147972524 237.791481928 837.644039048 0
1 2620.08427145 3894.32695803 2005.54674152 0
1 1013.29407268 1268.84826479 1125.30271242 0
1 10234.9310452 3824.15382183 2111.84368979 0
1 1320.17787582 3770.12801917 1211.06113226 0
1 1852.55632379 3498.50332027 3130.05125861 0
1 338.702371277 3770.15194893 1717.05698538 0
1 12199.1524978 1081.81410265 1878.67751346 0
1 442.093660367 3124.19140987 3671.57765094 0
1 9065.23240895 3365.30146132 2214.62279284 0
1 578.478719852 487.89901704 147.663444925 0
1 6668.84366901 3611.88837824 3940.48051713 0
1 547.631032002 2946.1396571 3731.70247154 0
1 1664.90236476 1042.23632707 2468.63804627 0
1 3989.5820735 1360.68408341 1725.51719376 0
1 361.926720188 603.24698835 4034.25017357 0
1 953.597582247 3473.20635877 1675.02810639 0
1 1443.23407667 3635.1833974 1874.56866483 0
1 707.00784422 1179.00222845 3027.91329564 0
1 384.75307347 529.461188058 3849.08538941 0
1 11886.5377941 540.172102528 2416.89679529 0
1 306.409291122 581.530958703 1819.21645031 0
1 2997.10397851 2082.3288697 2430.15870533 0
1 1033.30921469 2039.00995961 12.1441167845 0
1 11365.7731262 3147.47043295 886.935389259 0
1 19390.1747566 3025.23579629 3197.97476789 0
1 281.496991719 901.906493768 3028.83754383 0
1 373.979790894 694.935533056 3042.3205159 0
1 314.002755364 176.66908363 2075.99380475 0
1 349.115132697 2114.59994902 678.219957424 0
1 4656.97679856 2785.80286116 926.910346937 0
1 515.615720805 1785.32727836 1203.98184403 0
1 3851.74573015 945.074534533 3017.69774635 0
1 16696.6229754 3608.26666712 2696.7338325 0
1 651.815639809 2535.77546429 2930.92540781 0
1 10502.4281408 131.631147291 1738.82624749 0
1 6328.9002313 3608.24245057 2184.67373092 0
1 4682.37978582 2544.71247564 1658.22479063 0
1 213.526673846 1600.09311103 2730.07142025 0
1 2414.9690757 3944.61789221 30.8499089336 0
1 8969.64843546 1819.5860851 2291.91081301 0
1 347.248881606 797.3601285 8.23244053522 0
1 1436.26570081 2931.7231517 2907.48686793 0
1 223.18516448 3917.80805383 3874.23445807 0
1 11787.5805557 2757.11960595 2825.56063593 0
1 274.349203675 2206.52023778 3825.54475725 0
1 6934.89894505 3577.63764948 2262.37600783 0
1 240.433071278 432.189989587 2084.75126748 0
1 23680.3711139 2596.82720007 198.413201334 0
1 9463.53963733 1126.81963078 2672.04930644 0
1 453.430389174 3532.66035372 2826.96399591 0
1 3828.55130362 3097.18849706 2671.40916358 0
1 249.725361726 2447.58029877 1311.5392073 0
1 362.694818731 1000.85569677 2605.903373 0
1 178.881175415 3052.22876885 3607.46386087 0
1 6429.94819808 648.02548123 26.9505453914 0
1 16432.2601 1038.66289269 3387.18282784 0
1 372.531560689 2591.58016979 3777.93945343 0
1 201.124025673 2908.11944313 348.608501392 0
1 366.765163185 2614.92466808 1997.28121043 0
1 4935.46296935 2292.76246755 1057.78014041 0
1 278.205976196 1092.56635918 940.176327086 0
1 1364.79806768 2593.43651036 3839.62559303 0
1 1460.83250473 3464.22722098 915.485695445 0
1 512.203373948 416.122631373 4021.92813224 0
1 11189.3953043 3809.69698817 1956.85479501 0
1 349.716127432 2299.96933959 2011.43252842 0
1 372.54646225 1132.11201809 432.092146766 0
1 201.212539715 2400.80868946 1984.52792829 0
1 215.018003303 396.172467342 1857.94562239 0
1 282.794860691 272.064043306 1835.92290126 0
1 150.193094201 1772.7132406 63.2916051298 0
1 2386.83085022 873.013967806 882.94002076 0
1 6177.08502833 1841.12802322 1967.24807855 0
1 1163.4694913 3917.70986345 1797.99413896 0
1 209.357174222 864.010637523 753.32366942 0
1 168.861991153 432.180170549 1877.12723556 0
1 186.278294204 178.540496077 2836.86799816 0
1 932.511758335 4095.87200924 2169.67259843 0
1 3459.50834423 1770.96985484 1629.055408 0
1 996.691965573 3955.53144546 2502.97563054 0
1 189.403897923 1988.68376352 1241.22630539 0
1 156.654346082 3180.00373636 3918.75294726 0
1 147.945174255 3048.56818509 780.768378791 0
1 682.581381957 1583.83912312 2623.41660743 0
1 159.474137368 1785.30914147 820.476611924 0
1 2654.26155403 2652.78970401 2860.1131092 0
1 1027.29227544 1862.71476376 1448.45741283 0
1 2951.06606174 1589.26397736 2423.49422328 0
1 207.025455868 3221.33398876 1574.7669868 0
1 356.338727746 2625.82909514 3515.44846319 0
1 972.433566341 1625.12421701 85.5366502596 0
1 1814.92924218 2085.83810455 534.604114111 0
1 1390.03160171 1403.80275666 670.498899911 0
1 532.531345645 801.160217367 3501.81530286 0
1 397.296065992 1393.14960159 3324.01273843 0
1 294.135857491 3116.93059865 1577.37868722 0
1 3388.15824071 1695.40511413 2257.84957066 0
1 161.981440024 1209.62677569 3367.74442248 0
1 414.503641953 1869.86962381 921.821352411 0
1 369.459734278 1830.40379969 3118.01595547 0
1 179.404271796 1108.85156846 3609.47097427 0
1 412.254864362 3647.80188915 1967.96139361 0
1 278.406356627 1671.9809255 1211.97420063 0
1 301.594005693 1114.22268254 3034.19500441 0
1 961.295410612 2582.62741693 3576.30790099 0
1 271.369608569 3948.40615875 3274.44897413 0
1 1996.04252332 3374.17814052 427.180849338 0
1 6632.39835706 1119.53696688 1637.74421506 0
1 153.368229852 617.533630205 2112.49489647 0
1 2306.58132381 3656.82546477 2145.17399729 0
1 11591.6670468 2251.45321292 2704.28755246 0
1 261.669370168 3368.89639822 2511.7348937 0
1 211.292147454 2316.24709824 1859.73596007 0
1 111.145678628 1871.66128779 376.902698638 0
1 171.722836418 1031.36641301 1680.25001123 0
1 397.359638448 2650.88864333 1852.81808999 0
1 95.4193855759 3298.72256759 2603.34808309 0
1 3932.07187622 2174.01714853 1052.11456876 0
1 290.162688617 4095.81148233 889.828256111 0
1 169.606620899 2271.24954487 1995.97566808 0
1 178.688088031 1117.80397047 2662.20636134 0
1 201.276938031 919.876548315 2133.54170878 0
1 135.265803964 295.38146756 624.260316404 0
1 147.118996736 1229.40931628 3509.29107456 0
1 561.539298927 770.592304608 3598.53808523 0
1 150.451648616 1391.14881615 208.032771099 0
1 1730.42402898 2458.46672996 3971.1527776 0
1 125.617523286 1707.95352205 869.316324397 0
1 948.993321249 1340.88828469 2064.61171885 0
1 1937.43800038 3131.30819724 1578.90790748 0
1 920.246676665 1090.77458785 2243.80984195 0
